,name,wins,losses,draws,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
179,Victor Altamirano,11,2,0,"5' 8""",125 lbs.,"70""",Switch,"Jan 23, 1991",7.04,60%,5.32,50%,,2.23,41%,72%,0.0
180,Israel Albuquerque,0,,-0,--,185 lbs.,--,Orthodox,--,0.32,13%,3.34,25%,,0.00,0%,0%,0.0
181,Matt Arroyo,3,,-0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",1.62,47%,2.01,58%,,2.12,36%,100%,5.3
182,Yoji Anjo,0,,-1,"5' 11""",205 lbs.,--,Orthodox,"Mar 28, 1967",0.00,0%,3.13,25%,,0.00,0%,0%,0.0
183,Amir Aliakbari,10,1,0,"6' 3""",250 lbs.,--,,"Jun 10, 1984",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
184,Julius Anglickas,5,,-0,"6' 3""",205 lbs.,--,Orthodox,"Jul 23, 1991",4.62,78%,1.86,50%,,4.47,50%,60%,1.1
185,Dan Argueta,8,,-0,"5' 7""",145 lbs.,"68""",Southpaw,"Aug 13, 1993",1.80,45%,2.13,39%,,1.00,33%,50%,0.0
186,Sultan Aliev,15,3,0,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",1.41,45%,2.20,56%,,1.76,38%,100%,0.0
187,Sean Alvarez,4,,-0,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971",0.89,37%,3.25,47%,,0.00,0%,0%,0.0
188,Aleksandra Albu,3,,-0,"5' 2""",115 lbs.,"63""",Orthodox,"Jul 14, 1990",4.83,47%,5.56,38%,,2.27,50%,77%,0.4
189,Ali AlQaisi,8,,-0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 23, 1990",2.43,42%,1.97,56%,,3.50,29%,60%,1.0
190,Nick Agallar,24,6,0,"5' 8""",155 lbs.,--,Orthodox,"Jan 13, 1979",0.69,11%,4.56,42%,,0.00,0%,0%,0.0
191,Chris Amarante,2,,-0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
192,Ottman Azaitar,13,0,0,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",8.43,57%,1.76,67%,,0.00,0%,100%,0.0
193,Estefani Almeida,7,,-0,"5' 4""",125 lbs.,--,Orthodox,"Oct 17, 1988",3.13,37%,6.07,42%,,0.00,0%,0%,0.0
194,Bazigit Atajev,17,1,0,"6' 1""",230 lbs.,--,Orthodox,--,0.87,41%,3.14,49%,,1.00,33%,0%,0.0
195,Jim Alers,13,3,0,"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986",2.90,40%,4.38,56%,,2.26,41%,80%,0.3
196,Bruno Assis,8,,-0,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992",1.27,43%,3.20,36%,,2.00,50%,66%,1.0
197,Joe Brammer,7,,-1,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",2.15,31%,2.80,56%,,0.81,50%,50%,0.0
198,Gabriel Bonfim,13,0,0,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",6.17,38%,4.74,72%,,3.56,100%,0%,3.6
199,Josh Bryant,15,4,0,"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980",1.10,20%,6.10,43%,,0.00,0%,0%,0.0
200,Henry Briones,16,8,1,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",3.47,42%,4.68,53%,,0.00,0%,52%,0.6
201,Igor Borisov,1,,-0,"6' 0""",235 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
202,Dashawn Boatwright,3,,-0,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",0.00,0%,52.50,12%,,0.00,0%,0%,0.0
203,Oluwale Bamgbose,6,,-0,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.70,55%,,0.94,33%,37%,0.0
204,Tanner Boser,20,8,1,"6' 2""",255 lbs.,"75""",Orthodox,"Aug 02, 1991",4.23,51%,2.16,63%,,0.00,0%,70%,0.0
205,Junior Barata,9,,-1,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,,0.00,0%,0%,0.0
206,Rogerio Bontorin,16,4,0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",2.63,52%,3.27,50%,,2.90,60%,51%,1.0
207,Lee Brousseau,5,,-0,"6' 1""",205 lbs.,--,,"Oct 04, 1974",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
208,JP Buys,9,,-0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 30, 1996",1.89,44%,3.02,39%,,1.65,26%,25%,2.5
209,Matt Bessette,22,9,0,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,41%,4.45,58%,,0.64,28%,61%,0.3
210,Keith Berry,15,1,-1,"6' 1""",185 lbs.,--,,"Oct 25, 1987",0.27,12%,6.27,28%,,0.00,0%,0%,0.0
211,Lukasz Brzeski,8,,-1,"6' 4""",236 lbs.,"78""",Orthodox,"May 17, 1992",6.86,46%,3.78,60%,,1.04,66%,100%,1.0
212,Dieusel Berto,0,,-0,"5' 9""",200 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
213,Sherrard Blackledge,5,,-0,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",3.70,49%,3.13,55%,,4.00,33%,42%,0.0
214,Vitor Belfort,26,1,-0,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,,1.02,60%,53%,0.6
215,Mack Brewer,0,,-0,--,205 lbs.,--,,--,0.00,0%,6.67,36%,,0.00,0%,0%,0.0
216,Marcos Brigagao,11,1,0,"6' 3""",205 lbs.,"76""",Southpaw,"Apr 01, 1996",3.07,43%,3.27,25%,,0.00,0%,36%,0.0
217,Bubba Bush,8,,-0,"6' 0""",185 lbs.,--,Orthodox,"Jul 24, 1985",0.63,55%,7.01,25%,,2.82,50%,60%,0.0
218,Colley  Bradford,0,,-0,"5' 7""",145 lbs.,--,,--,0.43,25%,1.73,50%,,19.42,50%,100%,0.0
219,Tom Breese,12,3,0,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.34,50%,2.81,60%,,0.00,0%,70%,1.1
220,Phil Baroni,15,1,-0,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,,1.46,47%,60%,0.5
221,Luke Barnatt,13,4,0,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,,0.63,42%,63%,0.4
222,Viacheslav Borshchev,6,,-0,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 08, 1992",2.85,63%,2.64,50%,,0.00,0%,37%,0.0
223,Jeremy Boczulak,0,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
224,Stephen Bass,11,2,0,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",4.87,52%,5.87,55%,,0.00,0%,0%,0.0
225,Josh Burns,8,,0-0,"6' 1""",244 lbs.,--,,"May 15, 1978",2.40,48%,5.73,32%,,0.00,0%,100%,0.0
226,David Bielkheden,24,1,-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,,2.65,63%,14%,0.0
227,Ryan Benoit,10,8,0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.88,39%,3.65,58%,,0.28,22%,72%,0.4
228,Steve Berger,21,2,-2,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",1.00,27%,3.26,36%,,0.84,40%,16%,1.7
229,Derrick Burnsed,1,,-3,--,155 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
230,Gilbert Burns,20,5,0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",3.46,48%,3.21,54%,,2.00,34%,47%,0.6
231,Justin Buchholz,15,1,-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",2.35,26%,4.14,51%,,0.00,0%,33%,0.8
232,Chris Bostick,6,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
233,Denys Bondar,16,4,0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",2.93,80%,2.20,72%,,10.98,100%,0%,0.0
234,Simon Biyong,7,,-0,--,205 lbs.,--,,"Apr 05, 1991",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
235,Antwain Britt,11,6,0,"6' 1""",205 lbs.,"77""",,"May 09, 1978",1.46,39%,2.81,44%,,1.56,40%,50%,0.0
236,Bret Bergmark,6,,-1,"5' 9""",170 lbs.,--,,"Nov 24, 1973",2.78,52%,2.78,37%,,4.17,100%,50%,4.2
237,Ryan Bastianelli,6,,-0,"5' 5""",135 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
238,Mandy Bohm,7,,-0,"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",2.93,43%,4.20,58%,,0.00,0%,71%,0.5
239,Roy Boughton,14,8,0,"6' 0""",205 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
240,Tom Blackledge,10,7,0,--,205 lbs.,--,Orthodox,--,2.91,61%,2.55,46%,,0.00,0%,75%,0.0
241,Michael Bisping,30,9,0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,,1.05,43%,63%,0.3
242,Humberto Bandenay,14,7,0,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,41%,4.79,41%,,2.90,46%,62%,0.5
243,Nah-Shon Burrell,15,7,0,"5' 11""",170 lbs.,--,Orthodox,"Feb 05, 1990",4.83,47%,3.45,56%,,0.00,0%,52%,0.3
244,Sean Bassett,0,,-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
245,Renan Barao,34,9,0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.90,57%,,1.49,41%,91%,0.5
246,Manny Bermudez,14,2,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,61%,2.68,46%,,3.06,54%,0%,3.1
247,Tai Bowden,1,,-0,"5' 11""",230 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
248,Steve Bruno,15,6,0,"5' 10""",170 lbs.,--,Orthodox,"Nov 03, 1981",0.96,52%,3.38,36%,,1.94,25%,46%,0.4
249,Dakota Bush,8,,-0,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 09, 1994",2.77,38%,4.42,41%,,2.40,33%,0%,0.0
250,Jason Butcher,10,2,0,"6' 3""",185 lbs.,--,,"Oct 23, 1984",1.82,40%,2.73,25%,,13.64,50%,0%,0.0
251,Matt Brown,25,1,-0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",3.77,55%,2.94,54%,,1.71,46%,64%,1.3
252,Travis Browne,18,7,1,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",2.93,41%,4.31,42%,,1.21,68%,75%,0.2
253,Michel Batista,4,,-0,"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",0.00,0%,4.03,40%,,6.72,50%,0%,0.0
254,Jordan Bailey,6,,-0,"5' 9""",145 lbs.,--,,--,1.74,40%,0.29,0%,,4.35,100%,0%,4.3
255,Arlene Blencowe,9,,-0,"5' 5""",145 lbs.,--,,"Apr 11, 1983",2.31,43%,2.10,43%,,0.00,0%,55%,0.6
256,Jin Bala,23,3,0,"5' 9""",155 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
257,Jess Bouscal,3,,-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
258,Niklas Backstrom,11,3,0,"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,,2.92,80%,72%,2.2
259,Donovan Beard,6,,-0,"6' 2""",185 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
260,Marcelo Brito,13,8,0,"6' 1""",170 lbs.,--,Orthodox,"Nov 27, 1977",0.60,20%,3.53,55%,,0.00,0%,50%,0.0
261,Dennis Bryant,5,,-0,"6' 0""",205 lbs.,--,Orthodox,"Oct 18, 1985",10.56,59%,10.56,13%,,0.00,0%,0%,0.0
262,Roger Bowling,12,6,0,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",3.90,47%,3.86,51%,,3.09,43%,27%,0.9
263,Calen Born,7,,-0,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
264,Ramiz Brahimaj,10,4,0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",2.47,41%,4.08,50%,,1.90,66%,58%,2.4
265,Ali Bagautinov,15,6,0,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,,2.51,36%,65%,0.3
266,Scott Bessac,4,,-0,"6' 4""",245 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
267,Todd Butler,1,,-0,"6' 1""",200 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
268,Courtney Buck,12,1,-0,"5' 10""",135 lbs.,--,Orthodox,"Mar 19, 1982",1.49,28%,3.24,54%,,0.00,0%,33%,0.0
269,DeAnna Bennett,8,,-1,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,58%,3.27,58%,,0.00,0%,0%,1.0
270,Caio Borralho,12,1,0,"5' 10""",185 lbs.,"75""",Southpaw,"Jan 16, 1993",2.72,62%,1.82,61%,,2.63,80%,75%,0.0
271,Alan Belcher,18,8,0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.70,41%,3.10,59%,,0.44,26%,55%,0.9
272,Steve Byrnes,6,,-0,"6' 0""",170 lbs.,--,Orthodox,--,1.20,51%,2.67,27%,,3.00,60%,0%,4.0
273,Gabriel Benitez,23,1,-0,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",4.79,41%,4.05,65%,,0.27,50%,58%,1.1
274,Sean Brady,15,0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",3.91,54%,3.22,62%,,3.22,60%,87%,0.9
275,Joey Beltran,17,1,-0,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,,0.48,18%,75%,0.0
276,Modestas Bukauskas,11,5,0,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994",3.59,37%,4.54,52%,,0.00,0%,100%,0.0
277,Jason Brilz,22,6,1,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",2.66,40%,1.78,65%,,2.37,25%,25%,1.3
278,Maximo Blanco,12,8,1,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,,1.85,36%,63%,0.3
279,Anvar Boynazarov,3,,-0,"5' 9""",145 lbs.,--,Orthodox,"Jan 10, 1989",0.00,0%,7.83,29%,,0.00,0%,0%,0.0
280,Stephen Banaszak,5,,-0,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.20,47%,1.15,66%,,0.00,0%,100%,1.9
281,Mikey Burnett,5,,-0,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
282,Herbert Burns,11,4,0,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.61,51%,4.74,30%,,3.92,75%,60%,3.3
283,Izabela Badurek,6,,-0,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.90,32%,,1.75,12%,100%,0.0
284,Salvador Becerra,5,,-0,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,,0.00,0%,66%,0.0
285,Blake Bilder,7,,-1,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990",2.78,52%,3.71,55%,,0.00,0%,0%,9.3
286,Nick Bustamante,5,,-0,"5' 9""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
287,Dominic Brown,16,2,-0,"5' 11""",190 lbs.,--,,"Jun 04, 1982",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
288,Jay Bogan,6,,-0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
289,Scott Bills,7,,-1,"5' 10""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
290,Lance Benoist,7,,-0,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.70,56%,,1.50,33%,61%,0.0
291,Francois Botha,0,,-0,"6' 2""",260 lbs.,--,Orthodox,"Sep 28, 1968",0.00,0%,1.05,77%,,0.00,0%,0%,0.0
292,Kyron Bowen,9,,-0,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993",2.73,57%,2.05,40%,,0.00,0%,0%,0.0
293,Chris Beal,10,5,0,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,,1.60,58%,78%,0.2
294,Len Bentley,10,6,0,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
295,Gregory Bouchelaghem,5,,-0,"6' 2""",183 lbs.,--,Switch,--,0.27,21%,1.53,36%,,0.00,0%,50%,0.0
296,Tereza Bleda,6,,-0,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001",3.33,56%,0.60,64%,,1.00,100%,66%,0.0
297,Talita Bernardo,6,,-0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,42%,4.04,55%,,1.62,22%,28%,0.5
298,Poliana Botelho,8,,-0,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",2.90,58%,2.80,54%,,0.85,57%,76%,0.0
299,Marcin Bandel,15,7,0,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,,0.00,0%,0%,0.0
300,Justin Bruckmann,7,,-0,"5' 9""",170 lbs.,--,Orthodox,--,0.59,66%,5.91,16%,,0.00,0%,33%,0.0
301,Karla Benitez,14,1,-1,"5' 3""",113 lbs.,--,,--,0.00,0%,2.40,57%,,0.00,0%,100%,0.0
302,Rich Bouphanouvong,1,,-0,"5' 7""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
303,Jason Blackford,3,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
304,Edson Barboza,22,1,-0,"5' 11""",145 lbs.,"75""",Orthodox,"Jan 21, 1986",3.96,44%,4.10,58%,,0.38,44%,75%,0.1
305,Pat Barry,8,,-0,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,,0.00,0%,76%,0.2
306,Edson Berto,17,1,-1,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,,5.47,40%,0%,2.7
307,Erin Blanchfield,9,,-0,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",5.69,56%,2.50,62%,,3.99,66%,75%,0.8
308,Rodolfo Bellato,8,,-0,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",2.09,42%,4.88,50%,,1.74,33%,0%,1.7
309,Mads Burnell,9,,-0,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",1.28,41%,2.71,51%,,3.45,47%,22%,0.4
310,Maycee Barber,11,2,0,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.42,53%,2.64,53%,,1.12,32%,66%,0.1
311,Ian Butler,3,,-0,"5' 8""",155 lbs.,--,,--,2.09,14%,6.69,36%,,0.00,0%,50%,0.0
312,Zak Bucia,17,8,0,"5' 10""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
313,Joshua Burkman,28,1,-0,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,,2.53,36%,72%,0.3
314,Shawn Bunch,7,,-0,"5' 5""",135 lbs.,--,,"Mar 19, 1983",0.00,0%,1.55,55%,,0.00,0%,50%,0.0
315,Dennis Bermudez,17,9,0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,46%,3.07,59%,,3.89,40%,82%,1.1
316,Tony Bonello,16,3,1,"6' 2""",185 lbs.,--,,--,0.62,33%,12.62,10%,,0.00,0%,0%,0.0
317,Derek Bohi,8,,-0,"6' 4""",260 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
318,Bruna Brasil,7,,-1,"5' 6""",125 lbs.,--,Orthodox,"Sep 07, 1993",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
319,Rudy Bears,16,1,-0,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,,0.00,0%,0%,0.0
320,Charles Byrd,10,7,0,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",3.43,55%,2.63,55%,,2.50,50%,40%,1.5
321,Nick Barnes,11,2,0,"5' 11""",170 lbs.,--,,--,2.86,29%,8.93,51%,,5.36,100%,100%,5.4
322,Joanderson Brito,13,3,1,"5' 8""",145 lbs.,"72""",Orthodox,"Feb 11, 1995",3.79,49%,3.28,50%,,2.90,62%,0%,0.0
323,Amaury Bitetti,5,,-0,"5' 9""",185 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
324,Chris Barnett,23,8,0,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",4.41,48%,5.87,40%,,0.00,0%,33%,0.0
325,Scott Baker,1,,-0,"6' 0""",210 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
326,Arjan Bhullar,9,,-0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,56%,3.25,59%,,1.73,75%,100%,0.0
327,Brad Blackburn,18,1,-1,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",4.55,35%,3.59,65%,,0.93,50%,76%,0.7
328,David Baron,17,4,1,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,30%,2.10,56%,,0.00,0%,14%,0.7
329,Joseph Benavidez,28,8,0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,,1.41,30%,62%,0.6
330,Marcus Brimage,7,,-0,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,,0.56,100%,80%,0.0
331,Melton Bowen,0,,-0,"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
332,Jarred Brooks,13,2,0,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",2.12,46%,1.66,62%,,4.54,57%,69%,0.6
333,Miguel Baeza,10,3,0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.88,49%,5.10,53%,,0.44,28%,100%,1.8
334,Murilo Bustamante,15,8,1,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",1.33,32%,1.90,60%,,2.46,33%,54%,1.2
335,Terrell Brown,3,,-0,--,185 lbs.,--,,"Apr 13, 1983",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
336,Luc Bondole,5,,-2,"6' 2""",205 lbs.,--,,--,3.35,51%,2.04,62%,,0.00,0%,0%,1.8
337,Michael Byrnes,5,,-0,"5' 11""",155 lbs.,--,,"Jul 17, 1990",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
338,Bibulatov Magomed,14,2,0,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.60,51%,1.83,52%,,2.85,40%,75%,0.0
339,Frederick Brown,3,,-0,"6' 0""",235 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
340,Bryan Baker,18,5,0,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",1.78,52%,2.83,45%,,0.44,50%,37%,0.9
341,Ashe Bowman,9,,1-0,"5' 9""",155 lbs.,--,,"Nov 17, 1976",2.43,42%,4.86,57%,,0.00,0%,0%,0.0
342,Chris Birchler,7,,-0,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",9.35,46%,14.83,35%,,0.00,0%,0%,0.0
343,Galore Bofando,5,,-0,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",3.63,45%,3.63,54%,,2.37,100%,50%,0.0
344,Anton Berzin,5,,-0,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",4.40,46%,6.80,67%,,2.00,28%,0%,1.0
345,Charles Bennett,30,3,-2,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,,2.02,100%,36%,2.0
346,Marc-Andre Barriault,14,5,0,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",5.79,46%,5.04,55%,,0.34,25%,68%,0.2
347,Martin Buday,11,1,0,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991",4.59,48%,4.88,55%,,0.00,0%,0%,0.0
348,Shayna Baszler,15,1,-0,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,,0.67,18%,44%,1.3
349,Martin Buschkamp,9,,-0,"5' 9""",145 lbs.,--,Orthodox,"Jan 06, 1991",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
350,Alexandre Barros,22,1,-0,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,,1.84,50%,100%,0.0
351,Chris Barnhizer,2,,-0,--,--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
352,Jesse Bongfeldt,16,5,1,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980",2.91,62%,1.01,50%,,1.51,33%,33%,0.0
353,Jerry Bohlander,11,4,0,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
354,Jeff Bedard,13,3,0,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.80,51%,0.00,100%,,3.43,66%,100%,2.6
355,James Bochnovic,8,,-0,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",0.65,26%,3.64,21%,,0.00,0%,0%,0.0
356,Shane Burgos,15,3,0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",7.40,52%,6.78,56%,,0.43,44%,91%,0.4
357,Charlie Brenneman,19,8,0,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,,4.23,42%,72%,0.0
358,Josh Bumgarner,6,,-0,"6' 1""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
359,Jan Blachowicz,29,9,0,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.55,49%,2.77,54%,,1.08,53%,66%,0.3
360,Tae Hyun Bang,18,1,-0,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38%,2.07,66%,,0.49,33%,57%,0.5
361,Todd Brown,16,4,0,"5' 11""",205 lbs.,--,Orthodox,"Dec 13, 1976",2.15,45%,3.85,48%,,0.00,0%,50%,0.0
